OID,PID
1396,85
1396,85
1396,474
1396,474
1396,474
1396,858
1396,858
1396,858
1396,796
1397,840
1397,840
1397,840
1397,849
1398,87
1398,80
1398,80
1398,498
1398,498
1398,498
1399,522
1399,522
1399,522
1399,203
1400,557
1400,451
1400,451
1400,451
1400,87
1400,536
1400,536
1401,867
1402,626
1402,821
1402,821
1402,473
1403,25
1403,25
1403,25
1403,335
1403,335
1403,248
1403,906
1404,20
1404,20
1404,20
1404,757
1404,325
1404,52
1404,52
1404,444
1404,444
1405,982
1405,547
1405,547
1405,547
1405,460
1405,252
1405,946
1405,946
1405,946
1406,161
1406,161
1407,286
1407,286
1407,119
1407,743
1407,743
1408,876
1408,876
1408,876
1408,205
1408,205
1408,971
1408,971
1409,958
1409,958
1409,321
1409,321
1409,321
1409,770
1409,770
1409,41
1409,41
1409,41
1409,855
1409,855
1409,855
1410,397
1410,397
1410,595
1410,833
1410,518
1410,518
1410,518
1410,778
1410,778
1410,778
1411,388
1411,119
1411,448
1411,448
1411,774
1411,462
1411,462
1411,462
1412,12
1412,12
1412,551
1412,846
1412,846
1412,718
1412,718
1412,700
1412,700
1412,700
1413,779
1413,937
1413,937
1413,937
1413,143
1413,972
1413,972
1413,972
1413,295
1413,295
1414,929
1414,929
1414,332
1414,332
1414,356
1414,226
1414,3
1414,3
1415,357
1415,935
1415,935
1416,918
1416,918
1416,918
1416,697
1416,697
1416,697
1416,351
1416,351
1416,351
1417,143
1417,143
1417,143
1417,108
1418,224
1418,224
1418,224
1418,816
1418,816
1418,816
1419,88
1419,88
1419,920
1419,920
1419,60
1419,60
1419,60
1419,933
1419,933
1419,933
1419,122
1419,122
1419,122
1420,556
1420,556
1420,556
1421,607
1421,607
1421,120
1421,120
1421,120
1421,845
1421,845
1421,845
1421,16
1421,16
1422,731
1422,731
1422,284
1422,208
1422,208
1422,208
1423,590
1424,598
1424,598
1424,774
1424,774
1424,86
1424,86
1424,86
1424,436
1424,436
1424,1005
1424,1005
1424,1005
1425,828
1425,475
1426,581
1426,581
1426,788
1426,788
1426,788
1427,574
1427,574
1427,574
1427,313
1427,313
1427,313
1427,372
1427,372
1427,372
1427,605
1427,605
1427,605
1428,607
1428,607
1428,843
1428,332
1428,615
1428,615
1429,827
1429,827
1429,827
1429,270
1429,270
1429,722
1429,988
1429,988
1429,988
1429,204
1429,204
1430,609
1430,609
1430,609
1430,282
1430,282
1431,948
1432,507
1432,507
1432,479
1432,479
1432,479
1432,372
1432,372
1432,534
1432,534
1432,498
1432,498
1433,982
1433,982
1433,335
1433,335
1434,963
1435,623
1435,937
1435,782
1435,782
1435,782
1436,297
1436,297
1436,297
1436,936
1437,31
1437,31
1437,31
1437,704
1437,704
1437,704
1437,198
1438,81
1438,81
1438,127
1438,127
1438,425
1438,260
1438,260
1439,522
1439,522
1439,522
1439,454
1439,454
1439,454
1439,179
1440,23
1440,23
1440,23
1440,996
1440,509
1440,509
1440,509
1440,892
1440,892
1440,892
1440,365
1440,365
1441,335
1441,335
1441,335
1441,115
1441,786
1441,970
1441,970
1441,101
1441,101
1442,691
1442,176
1442,176
1443,679
1444,186
1444,614
1444,51
1444,51
1444,149
1444,888
1445,624
1445,624
1445,624
1446,459
1446,405
1446,405
1446,405
1446,186
1446,186
1446,186
1446,946
1446,946
1446,946
1446,973
1446,973
1447,226
1447,226
1447,118
1447,118
1447,118
1447,674
1447,674
1447,193
1447,402
1447,402
1448,635
1448,237
1448,542
1448,515
1448,515
1448,515
1448,886
1448,886
1448,886
1449,692
1449,807
1449,58
1449,58
1449,58
1449,854
1450,544
1450,361
1450,361
1450,361
1450,605
1450,605
1451,509
1451,509
1451,509
1452,376
1452,659
1453,841
1453,166
1453,166
1453,166
1454,426
1454,290
1454,290
1454,290
1454,679
1454,679
1455,521
1455,521
1456,791
1456,791
1456,346
1456,346
1456,527
1456,527
1456,160
1456,160
1456,91
1456,91
1457,297
1457,297
1457,297
1457,524
1457,524
1457,524
1458,772
1458,772
1458,488
1458,488
1458,488
1458,327
1458,914
1458,572
1458,572
1459,73
1459,73
1459,73
1459,456
1459,456
1459,456
1460,361
1460,361
1460,361
1460,524
1460,221
1460,221
1460,341
1461,832
1461,832
1462,158
1462,735
1462,735
1462,683
1462,683
1463,236
1463,236
1464,975
1464,918
1464,918
1464,70
1464,70
1465,904
1465,904
1465,904
1465,56
1465,56
1465,56
1465,372
1465,372
1465,629
1465,629
1465,501
1465,501
1466,839
1466,839
1466,364
1466,364
1466,121
1466,121
1466,121
1466,911
1466,911
1466,911
1467,782
1467,782
1467,782
1467,312
1468,24
1468,782
1468,486
1468,486
1468,345
1468,345
1468,345
1468,932
1468,932
1468,932
1469,84
1469,84
1469,84
1469,830
1469,830
1469,830
1469,215
1469,215
1470,0
1470,0
1470,0
1470,57
1470,544
1470,668
1470,497
1471,414
1471,414
1471,414
1471,866
1471,866
1471,748
1471,599
1471,599
1471,599
1472,287
1472,287
1472,287
1473,571
1473,571
1473,571
1473,145
1473,145
1473,145
1474,848
1474,848
1474,848
1475,676
1475,676
1475,676
1475,386
1475,386
1475,386
1476,485
1476,485
1476,485
1477,220
1477,220
1477,731
1477,338
1477,338
1478,645
1478,483
1478,483
1479,17
1479,215
1479,215
1479,215
1479,570
1479,408
1479,408
1479,801
1479,801
1479,801
1480,675
1480,675
1480,675
1480,71
1480,629
1480,629
1480,169
1481,226
1481,226
1481,763
1481,763
1481,763
1481,112
1481,112
1481,112
1482,177
1482,656
1482,656
1482,323
1482,290
1482,290
1482,290
1482,113
1483,827
1483,827
1483,827
1484,404
1484,404
1484,661
1484,551
1484,551
1484,195
1484,195
1484,195
1484,459
1484,459
1485,404
1485,451
1485,984
1485,746
1485,746
1486,627
1486,627
1486,60
1486,60
1486,60
1486,287
1486,287
1486,656
1486,656
1487,491
1488,600
1488,600
1488,600
1488,322
1488,322
1489,371
1489,371
1489,371
1489,186
1489,209
1489,209
1489,209
1489,401
1489,401
1489,401
1490,770
1490,770
1490,86
1490,86
1491,457
1492,95
1492,6
1492,6
1492,28
1493,727
1493,937
1493,937
1493,937
1493,76
1493,76
1493,334
1493,334
1493,309
1493,309
1493,309
1494,101
1494,101
1494,80
1494,80
1494,80
1494,161
1494,161
1494,161
1495,995
1495,995
1495,227
1495,958
1495,958
1495,958
1495,446
1495,446
1495,1017
1495,1017
1495,1017
1496,733
1497,142
1497,142
1497,142
1498,632
1498,632
1498,632
1498,651
1498,651
1498,651
1499,744
1499,744
1499,215
1499,640
1499,952
1499,952
1499,259
1499,259
1499,259
1500,851
1500,626
1500,626
1500,793
1500,793
1500,793
1500,551
1500,551
1500,347
1501,793
1501,708
1501,708
1501,708
1501,909
1501,235
1501,235
1502,439
1502,439
1502,485
1502,485
1503,725
1503,269
1503,269
1503,179
1503,179
1503,975
1504,397
1504,397
1505,352
1505,134
1505,774
1505,774
1505,774
1505,717
1505,717
1506,178
1506,178
1506,426
1507,297
1507,575
1507,575
1508,544
1508,544
1508,544
1508,300
1508,300
1508,300
1508,943
1508,943
1508,231
1508,592
1509,481
1510,744
1510,744
1510,744
1510,839
1510,839
1510,839
1510,459
1510,459
1510,459
1511,627
1511,302
1511,302
1511,302
1511,874
1511,874
1511,874
1511,703
1511,703
1512,54
1512,342
1512,342
1512,342
1512,157
1512,157
1512,157
1513,504
1513,709
1513,709
1513,556
1513,556
1514,16
1514,16
1514,16
1514,710
1514,710
1514,487
1514,394
1514,890
1514,890
1515,263
1515,856
1515,613
1515,613
1515,613
1515,395
1515,395
1515,395
1515,114
1516,838
1516,838
1516,537
1516,537
1516,537
1516,279
1516,279
1516,279
1516,359
1516,359
1517,33
1517,33
1518,360
1518,360
1518,705
1518,705
1518,530
1518,530
1519,133
1519,194
1519,387
1519,387
1520,898
1520,898
1521,854
1521,854
1521,854
1521,152
1521,997
1521,997
1521,901
1521,580
1521,580
1522,205
1523,20
1523,214
1523,214
1524,353
1524,353
1524,353
1524,671
1524,671
1524,671
1524,982
1524,982
1524,226
1524,145
1525,22
1525,22
1525,22
1525,493
1525,1003
1525,1003
1525,1003
1526,806
1526,806
1526,1002
1526,232
1527,1009
1527,319
1527,319
1527,319
1527,121
1527,350
1527,350
1527,350
1528,527
1528,922
1529,227
1530,930
1530,930
1530,930
1530,613
1530,613
1530,613
1530,467
1531,875
1531,875
1531,875
1531,703
1531,848
1531,848
1531,848
1531,738
1531,96
1532,970
1533,361
1533,361
1534,566
1534,698
1535,431
1535,431
1535,431
1535,574
1535,577
1535,577
1536,162
1536,162
1536,561
1536,561
1537,889
1537,889
1537,889
1537,131
1537,131
1537,131
1537,524
1537,524
1537,524
1537,251
1537,251
1537,251
1538,882
1538,667
1538,667
1538,742
1538,742
1539,16
1539,16
1539,450
1539,450
1539,450
1539,238
1539,1
1539,1
1540,625
1540,625
1540,625
1541,288
1541,288
1541,288
1541,186
1541,186
1541,186
1541,966
1541,966
1541,261
1541,261
1541,261
1541,664
1542,619
1542,842
1542,842
1542,21
1542,21
1543,512
1543,512
1543,212
1543,212
1543,304
1543,304
1544,860
1544,860
1544,860
1544,1015
1544,1015
1544,1015
1544,177
1544,177
1545,693
1545,972
1545,972
1545,437
1545,437
1545,323
1546,4
1546,4
1546,4
1546,48
1546,48
1546,48
1546,857
1546,857
1546,172
1546,172
1546,172
1547,898
1547,898
1547,935
1547,405
1547,212
1547,212
1547,212
1548,83
1548,83
1548,289
1548,289
1548,289
1549,567
1549,567
1549,201
1549,201
1549,201
1549,546
1549,546
1549,546
1549,563
1549,563
1549,563
1550,997
1550,997
1550,997
1550,853
1550,853
1550,519
1550,519
1550,519
1551,230
1551,230
1551,230
1551,878
1551,26
1551,26
1552,602
1552,602
1552,602
1553,813
1553,813
1553,813
1553,1011
1553,1011
1553,1011
1553,416
1553,416
1553,416
1553,727
1553,727
1553,337
1554,780
1554,780
1554,879
1554,879
1554,123
1554,123
1554,123
1554,707
1555,313
1555,313
1555,313
1555,266
1555,266
1555,266
1555,225
1555,239
1555,422
1556,359
1556,125
1557,485
1557,566
1557,566
1557,740
1557,740
1557,481
1557,481
1557,481
1558,643
1558,968
1558,968
1558,968
1559,407
1559,407
1559,407
1559,176
1559,176
1560,901
1560,30
1560,30
1560,30
1561,220
1561,220
1561,638
1561,638
1561,595
1561,595
1561,595
1562,34
1562,34
1562,279
1562,279
1562,522
1562,522
1563,780
1563,98
1563,551
1563,551
1563,849
1563,403
1563,403
1563,403
1564,178
1565,174
1565,174
1565,174
1566,290
1566,290
1566,290
1566,578
1566,578
1566,578
1566,717
1566,717
1566,717
1567,562
1567,562
1567,562
1567,538
1567,210
1567,397
1567,353
1567,353
1568,462
1568,462
1568,62
1568,62
1568,611
1569,677
1569,677
1569,385
1569,385
1569,385
1569,423
1569,423
1569,423
1569,901
1569,901
1569,953
1570,58
1570,907
1570,907
1570,907
1571,1016
1571,1016
1571,522
1571,522
1571,1000
1571,1000
1571,100
1571,100
1571,100
1571,579
1572,926
1572,926
1572,926
1572,505
1572,530
1572,362
1572,362
1572,337
1572,337
1573,150
1573,150
1573,150
1573,381
1573,263
1573,441
1573,874
1574,451
1574,451
1575,71
1575,989
1576,428
1576,76
1577,691
1577,691
1577,336
1577,251
1578,550
1578,550
1578,236
1578,95
1578,81
1579,483
1579,483
1579,331
1579,423
1579,423
1579,423
1580,866
1580,866
1580,866
1580,152
1580,948
1580,948
1580,1005
1580,1005
1580,1005
1580,99
1580,99
1580,99
1581,155
1581,155
1581,155
1581,96
1581,96
1581,96
1581,723
1581,723
1581,723
1581,59
1581,59
1582,519
1582,519
1582,844
1582,844
1582,844
1583,169
1583,72
1583,72
1583,947
1584,773
1584,18
1585,943
1585,943
1585,943
1585,848
1585,848
1585,848
1586,638
1586,628
1586,628
1586,628
1587,136
1587,136
1587,136
1587,386
1587,386
1587,840
1587,840
1587,305
1587,305
1587,305
1588,702
1588,60
1588,60
1588,60
1588,231
1588,306
1589,228
1589,228
1589,228
1589,824
1589,824
1589,856
1589,856
1589,937
1589,937
1590,893
1590,122
1590,875
1590,875
1590,875
1590,564
1590,564
1590,564
1590,933
1591,340
1591,340
1591,11
1591,11
1591,11
1591,24
1592,245
1592,245
1592,733
1592,733
1593,74
1593,664
1593,664
1593,664
1594,278
1594,278
1594,311
1594,311
1594,311
1594,760
1594,596
1594,996
1595,263
1595,263
1595,656
1595,656
1595,656
1595,540
1595,540
1595,257
1595,257
1596,702
1597,558
1598,308
1598,986
1598,986
1598,650
1598,791
1598,791
1598,791
1598,37
1599,523
1599,523
1599,523
1600,18
1600,18
1601,637
1601,637
1601,637
1601,199
1601,199
1601,199
1602,791
1602,791
1602,791
1602,724
1602,724
1602,770
1602,693
1602,693
1602,195
1602,195
1603,176
1603,176
1603,176
1604,404
1604,404
1604,467
1604,467
1604,710
1604,810
1604,810
1604,810
1605,1013
1605,800
1605,800
1605,775
1605,775
1605,775
1605,806
1606,621
1606,621
1606,456
1606,456
1606,456
1606,959
1606,799
1606,799
1606,452
1606,452
1607,345
1607,954
1607,860
1608,65
1608,154
1608,154
1608,684
1608,684
1608,193
1608,193
1608,306
1609,844
1609,844
1609,555
1609,781
1609,781
1609,571
1610,57
1611,111
1611,111
1611,111
1611,908
1612,942
1612,942
1612,942
1612,350
1612,350
1612,350
1613,71
1613,71
1613,491
1613,491
1613,262
1613,262
1614,137
1614,871
1614,750
1614,416
1614,416
1615,131
1615,131
1615,131
1615,383
1616,992
1616,992
1616,992
1617,589
1617,672
1617,756
1617,756
1617,756
1618,812
1618,812
1618,135
1618,135
1618,135
1619,689
1619,689
1619,689
1620,18
1620,18
1620,18
1620,183
1620,183
1620,183
1620,999
1620,999
1620,999
1620,343
1620,343
1620,343
1621,327
1621,327
1621,327
1622,895
1622,895
1622,764
1622,764
1622,764
1622,518
1622,518
1622,79
1622,79
1623,13
1623,13
1623,608
1623,608
1623,608
1623,762
1623,762
1623,987
1624,361
1624,361
1624,323
1624,323
1624,323
1625,826
1625,826
1626,655
1626,655
1626,684
1626,127
1626,127
1626,127
1626,968
1626,968
1626,598
1626,598
1627,194
1627,194
1627,71
1627,71
1627,949
1627,949
1627,949
1627,466
1627,466
1628,247
1628,567
1628,567
1628,737
1628,737
1629,910
1629,910
1629,330
1629,330
1629,995
1629,995
1630,639
1630,639
1630,170
1631,810
1631,576
1631,576
1631,110
1631,801
1631,801
1632,257
1632,257
1632,860
1632,860
1632,860
1632,751
1632,751
1632,281
1632,281
1632,97
1633,602
1633,602
1633,602
1633,597
1633,597
1633,228
1633,228
1633,776
1633,776
1633,776
1633,479
1634,413
1634,578
1634,578
1634,578
1634,732
1634,732
1634,118
1634,739
1634,739
1634,739
1635,588
1635,588
1635,137
1635,137
1636,102
1636,383
1636,383
1636,383
1636,504
1636,430
1636,430
1636,430
1636,489
1636,489
1636,489
1637,284
1637,746
1637,746
1637,504
1637,504
1637,504
1637,863
1637,863
1637,863
1638,420
1639,738
1639,738
1639,738
1639,99
1639,99
1639,99
1639,170
1639,170
1639,170
1640,127
1640,127
1640,127
1641,176
1641,176
1641,176
1642,634
1642,634
1642,634
1642,466
1642,466
1642,466
1642,420
1643,103
1643,103
1644,271
1645,605
1645,605
1646,557
1646,557
1646,557
1646,379
1646,379
1646,379
1647,59
1647,59
1647,59
1647,445
1647,445
1648,478
1648,478
1648,478
1648,570
1648,570
1648,408
1648,164
1648,164
1648,164
1649,997
1649,997
1649,997
1649,997
1649,997
1649,359
1649,359
1649,871
1649,871
1650,452
1650,452
1650,452
1650,924
1650,924
1650,924
1651,596
1651,596
1651,263
1651,263
1651,263
1651,14
1651,14
1651,665
1651,665
1651,665
1652,648
1652,398
1652,398
1652,309
1652,309
1652,309
1652,923
1652,923
1652,635
1653,997
1653,892
1654,648
1654,354
1654,490
1654,455
1654,455
1654,455
1654,594
1655,381
1655,381
1655,616
1655,616
1656,326
1656,326
1656,326
1656,131
1656,131
1656,771
1656,771
1656,866
1656,191
1656,191
1657,382
1657,382
1657,382
1657,441
1657,74
1657,74
1657,259
1657,259
1657,259
1658,782
1658,782
1658,299
1658,299
1658,299
1658,478
1659,69
1659,69
1659,69
1660,819
1660,819
1660,745
1660,852
1660,1002
1660,1002
1660,1002
1660,46
1660,46
1661,862
1661,862
1661,862
1662,714
1662,714
1662,714
1662,313
1662,803
1662,803
1662,803
1663,109
1663,109
1663,109
1663,641
1663,641
1664,37
1664,493
1664,493
1664,493
1664,981
1664,981
1664,366
1665,312
1665,312
1665,746
1666,892
1666,660
1666,660
1666,637
1666,922
1666,397
1666,397
1667,955
1667,955
1667,638
1667,638
1667,638
1668,305
1668,14
1668,907
1668,907
1668,961
1669,964
1669,964
1669,972
1669,972
1669,972
1670,999
1670,999
1670,999
1670,679
1670,783
1670,32
1670,32
1670,32
1671,624
1671,624
1671,624
1671,370
1671,370
1671,1013
1671,1013
1671,227
1671,227
1672,407
1672,407
1672,407
1673,781
1673,781
1673,451
1673,853
1674,293
1674,196
1674,196
1674,468
1674,468
1674,468
1675,832
1675,832
1675,832
1675,586
1675,586
1675,166
1675,166
1675,825
1675,294
1676,449
1676,449
1676,376
1676,376
1676,376
1676,700
1676,700
1676,700
1676,572
1676,572
1676,289
1676,289
1677,707
1677,707
1677,707
1677,591
1677,591
1677,578
1677,578
1677,578
1678,717
1678,493
1678,493
1678,493
1678,518
1679,676
1679,676
1679,646
1679,646
1679,890
1679,645
1679,645
1679,645
1679,97
1679,97
1679,97
1680,296
1680,296
1680,296
1680,38
1680,38
1680,38
1680,3
1680,940
1680,940
1680,940
1680,347
1680,347
1680,347
1681,1011
1681,1011
1681,1011
1681,93
1681,442
1681,442
1681,286
1682,725
1682,725
1682,468
1682,468
1682,468
1682,548
1682,620
1682,620
1682,620
1682,902
1683,631
1683,631
1684,149
1684,682
1684,400
1684,400
1684,400
1684,116
1685,298
1685,896
1685,896
1685,896
1685,948
1685,265
1685,265
1685,245
1685,245
1685,245
1686,777
1686,777
1686,777
1686,125
1686,543
1686,418
1686,418
1686,764
1686,764
1687,163
1687,163
1687,163
1687,691
1688,439
1688,439
1689,82
1689,82
1689,82
1689,624
1689,624
1689,624
1689,914
1689,914
1689,914
1689,83
1689,83
1689,83
1690,222
1690,222
1690,676
1690,54
1691,226
1691,226
1691,226
1691,57
1692,300
1692,234
1692,156
1692,917
1692,917
1692,842
1693,610
1693,610
1693,610
1693,388
1694,774
1694,448
1694,448
1694,448
1694,555
1694,555
1694,555
1694,926
1694,926
1694,926
1695,61
1695,61
1695,738
1696,419
1696,376
1696,452
1696,452
1696,452
1696,1003
1696,1003
1696,1003
1696,236
1696,236
1697,245
1697,602
1697,602
1697,602
1698,515
1698,520
1698,543
1698,543
1698,859
1698,859
1698,859
1698,1002
1698,1002
1698,1002
1699,737
1699,737
1699,737
1699,303
1699,303
1700,903
1700,903
1700,397
1700,397
1700,395
1700,395
1700,395
1700,732
1700,732
1700,258
1700,258
1700,258
1701,801
1701,801
1702,349
1702,349
1703,390
1703,390
1703,390
1704,862
1704,740
1704,740
1705,126
1705,259
1705,86
1705,86
1705,529
1705,529
1705,529
1706,732
1706,732
1706,512
1706,512
1707,553
1707,243
1707,243
1707,633
1707,633
1707,633
1708,553
1708,553
1708,553
1709,482
1709,482
1709,482
1709,303
1710,347
1710,347
1710,347
1710,227
1710,866
1710,866
1710,998
1710,479
1710,479
1711,904
1711,870
1711,370
1711,901
1711,810
1711,810
1712,675
1712,675
1713,902
1713,902
1713,902
1713,418
1713,418
1713,560
1713,560
1713,648
1713,648
1714,827
1714,827
1714,374
1714,944
1715,990
1715,990
1715,990
1715,974
1715,974
1715,974
1715,506
1715,266
1715,266
1715,266
1716,46
1716,850
1717,277
1717,277
1717,277
1717,122
1717,122
1717,122
1717,118
1717,118
1717,478
1717,478
1717,478
1717,538
1717,538
1717,538
1718,126
1718,126
1718,126
1719,147
1719,147
1719,147
1719,348
1719,348
1719,475
1719,64
1720,537
1720,806
1720,806
1720,806
1720,692
1721,144
1721,36
1721,36
1721,681
1721,681
1721,362
1721,362
1722,890
1722,629
1722,629
1722,792
1723,426
1723,426
1723,85
1723,85
1723,85
1723,732
1723,732
1724,355
1724,355
1724,352
1724,352
1725,276
1725,276
1725,290
1725,290
1725,933
1725,929
1725,929
1725,544
1725,544
1726,103
1726,103
1726,32
1726,32
1726,825
1727,376
1727,376
1727,795
1727,795
1727,795
1728,48
1728,48
1729,527
1729,527
1729,527
1729,146
1729,714
1730,726
1730,726
1730,726
1730,398
1730,695
1730,695
1730,695
1731,938
1731,6
1731,6
1731,314
1731,314
1731,314
1731,202
1732,382
1733,210
1733,618
1733,618
1733,618
1734,888
1734,888
1734,888
1734,3
1734,3
1734,3
1735,131
1735,596
1735,596
1735,596
1735,214
1735,222
1735,46
1736,411
1736,411
1736,411
1737,468
1737,468
1737,674
1737,686
1737,686
1737,686
1737,854
1738,672
1738,672
1738,672
1738,659
1738,659
1739,910
1740,914
1740,914
1740,564
1740,564
1740,564
1740,732
1740,822
1740,822
1740,943
1740,943
1740,943
1741,752
1741,752
1741,752
1742,832
1742,832
1742,832
1742,127
1742,127
1742,916
1742,916
1743,241
1743,241
1743,811
1743,811
1743,811
1743,383
1743,383
1744,818
1744,818
1744,818
1745,603
1745,603
1745,603
1746,278
1746,303
1746,303
1746,303
1746,326
1746,326
1746,326
1746,435
1746,435
1746,72
1746,72
1746,72
1747,408
1748,298
1748,298
1748,300
1748,300
1748,300
1748,458
1748,577
1748,577
1748,577
1749,395
1749,395
1749,395
1749,563
1749,563
1749,563
1750,718
1750,718
1750,718
1750,323
1750,323
1751,87
1751,671
1751,889
1751,889
1751,551
1751,1011
1751,1011
1752,398
1753,875
1753,875
1753,875
1753,497
1753,991
1753,826
1753,826
1753,826
1753,618
1753,618
1754,129
1755,268
1755,268
1755,268
1755,710
1755,710
1756,234
1756,234
1757,23
1758,290
1758,290
1758,715
1758,715
1758,715
1758,304
1758,890
1758,890
1758,971
1758,971
1758,971
1759,453
1759,453
1759,453
1759,553
1760,57
1760,290
1760,290
1760,990
1760,831
1760,831
1760,831
1761,728
1761,547
1761,547
1761,547
1761,690
1762,274
1763,500
1763,621
1763,621
1763,621
1763,313
1763,313
1764,888
1764,688
1765,703
1765,703
1765,86
1765,86
1765,86
1766,877
1766,615
1766,511
1766,511
1767,822
1767,822
1767,1014
1767,1014
1767,282
1768,853
1768,523
1768,523
1768,523
1768,591
1768,591
1768,591
1768,163
1768,163
1768,163
1769,798
1769,798
1769,363
1769,363
1769,645
1769,645
1769,834
1769,834
1769,834
1770,832
1770,832
1771,368
1771,368
1771,368
1771,460
1771,460
1771,361
1771,866
1771,61
1771,61
1772,154
1772,154
1772,154
1772,232
1772,232
1772,232
1772,88
1772,657
1773,261
1774,948
1774,477
1774,531
1774,531
1774,531
1774,63
1774,63
1774,424
1774,424
1775,439
1775,439
1775,439
1775,147
1775,147
1775,147
1775,319
1775,319
1775,43
1776,367
1776,367
1776,367
1776,970
1776,970
1777,401
1777,726
1777,720
1777,35
1777,35
1777,35
1777,986
1778,910
1778,910
1778,895
1778,895
1778,895
1778,496
1778,496
1778,107
1778,107
1778,107
1778,255
1778,255
1778,255
1779,1016
1779,1016
1779,989
1779,989
1779,989
1779,366
1779,366
1779,366
1779,97
1779,97
1779,97
1780,614
1780,614
1780,614
1780,830
1780,64
1780,64
1780,282
1780,282
1781,634
1781,634
1781,720
1781,720
1781,720
1782,625
1782,625
1782,625
1782,457
1783,52
1783,212
1783,212
1783,212
1783,535
1783,535
1783,535
1783,734
1783,734
1783,326
1783,326
1784,226
1784,226
1784,226
1784,72
1784,923
1784,614
1784,614
1784,614
1785,983
1785,983
1785,57
1785,864
1785,864
1785,710
1785,794
1785,794
1786,438
1786,438
1787,23
1787,23
1787,75
1787,75
1788,873
1788,873
1788,198
1788,9
1788,9
1788,35
1788,580
1788,580
1789,348
1789,43
1789,134
1789,134
1789,127
1790,620
1790,660
1791,845
1791,845
1791,845
1791,517
1791,517
1791,517
1792,547
1792,547
1792,547
1792,280
1792,280
1792,280
1792,110
1792,110
1793,971
1793,971
1793,971
1794,996
1794,23
1794,23
1794,23
1794,534
1794,534
1795,428
1795,428
1795,428
1795,504
1795,504
1795,504
1795,995
1795,995
1796,85
1796,85
1796,728
1796,728
1796,728
1796,158
1796,158
1796,158
1797,400
1797,400
1797,224
1798,429
1798,429
1798,429
1799,482
1800,417
1800,417
1800,417
1800,521
1800,521
1800,819
1800,819
1800,819
1801,309
1801,673
1801,673
1801,223
1801,223
1801,223
1802,341
1802,341
1802,341
1802,947
1802,562
1803,798
1803,798
1803,798
1804,782
1804,782
1804,227
1805,172
1805,172
1805,172
1805,329
1805,329
1805,329
1805,853
1805,853
1805,942
1805,942
1806,320
1806,320
1806,320
1806,680
1807,874
1807,874
1807,874
1807,479
1807,479
1807,718
1807,718
1807,117
1808,786
1808,786
1809,725
1809,252
1809,942
1810,88
1810,88
1810,88
1810,42
1810,42
1810,630
1810,630
1810,630
1810,213
1810,213
1811,712
1811,712
1811,284
1811,284
1811,804
1811,804
1811,804
1812,417
1812,836
1812,830
1813,381
1813,381
1813,424
1813,424
1813,890
1813,890
1813,1017
1813,413
1813,413
1814,132
1814,163
1814,163
1814,163
1814,418
1814,418
1814,418
1815,583
1815,583
1816,438
1816,438
1816,438
1816,866
1816,866
1816,866
1816,331
1816,331
1816,331
1817,814
1817,814
1817,814
1817,418
1817,418
1817,418
1818,98
1818,98
1818,98
1818,681
1818,50
1818,50
1818,392
1818,831
1818,831
1819,584
1819,584
1819,753
1819,753
1820,438
1820,438
1820,438
1820,237
1820,241
1820,241
1820,241
1821,916
1821,686
1821,686
1821,686
1822,947
1822,947
1822,947
1822,972
1822,972
1822,972
1822,245
1822,245
1822,753
1823,80
1823,80
1823,460
1823,473
1823,473
1823,18
1823,526
1824,281
1824,281
1825,989
1825,989
1825,989
1825,354
1825,354
1825,354
1826,267
1826,267
1826,494
1826,380
1826,380
1826,380
1826,644
1826,644
1826,644
1826,81
1827,776
1827,103
1827,103
1827,103
1827,315
1827,315
1827,315
1828,845
1828,796
1828,796
1828,737
1828,737
1828,705
1828,705
1828,705
1828,732
1828,732
1829,805
1830,917
1830,201
1830,201
1830,201
1830,635
1830,635
1830,585
1831,887
1831,887
1831,887
1831,320
1831,320
1831,320
1831,617
1831,617
1831,617
1831,236
1831,236
1831,236
1831,928
1831,928
1831,928
1832,207
1832,207
1832,207
1832,630
1832,630
1832,37
1832,37
1832,949
1832,949
1833,972
1833,972
1833,972
1833,206
1833,2
1833,2
1833,2
1834,611
1834,611
1834,861
1834,293
1834,29
1834,29
1834,29
1835,1002
1836,89
1836,89
1836,89
1837,342
1837,342
1837,342
1837,821
1837,926
1837,557
1837,557
1837,333
1838,623
1838,623
1838,623
1839,830
1839,830
1839,830
1839,153
1839,136
1839,136
1839,188
1839,188
1839,188
1840,368
1840,368
1840,368
1841,70
1841,70
1841,780
1841,780
1842,759
1842,759
1842,759
1842,258
1842,258
1842,823
1842,823
1842,502
1842,902
1843,611
1843,611
1843,436
1843,436
1843,212
1843,212
1843,890
1843,890
1843,409
1843,409
1843,409
1844,241
1844,241
1844,761
1844,761
1844,761
1844,198
1844,198
1844,882
1844,882
1844,246
1845,745
1845,426
1845,426
1845,426
1845,43
1845,43
1845,504
1845,504
1845,504
1845,1005
1845,1005
1846,917
1846,235
1846,235
1846,703
1846,703
1846,703
1846,89
1846,532
1847,178
1848,255
1848,255
1848,587
1848,587
1848,787
1848,787
1848,417
1848,417
1848,400
1848,400
1848,400
1849,98
1849,720
1850,644
1850,644
1850,644
1850,398
1850,398
1850,398
1850,880
1850,880
1851,288
1851,288
1852,425
1852,674
1852,674
1852,674
1852,107
1852,150
1853,156
1853,156
1853,114
1853,114
1853,114
1853,48
1853,449
1853,132
1854,558
